database,report_round,year_quarter,report_n,core_anaphylaxis_n,core_anaphylaxis_percent,purpose
JADER,01,2004・第一,2030,113,5.566502463054187,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2010・第二,88,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2010・第二,43,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2010・第二,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2010・第二,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2010・第二,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2010・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2010・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2010・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2010・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2010・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2010・第四,2151,103,4.788470478847048,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2010・第四,3685,145,3.9348710990502034,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2010・第四,1424,43,3.019662921348315,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2010・第四,524,9,1.717557251908397,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2010・第四,210,5,2.380952380952381,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2010・第四,86,3,3.488372093023256,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2010・第四,43,1,2.3255813953488373,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2010・第四,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2010・第四,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2010・第四,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2010・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2010・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2010・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2010・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2010・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2010・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2011・第一,2205,101,4.580498866213152,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2011・第一,3398,127,3.737492642731018,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2011・第一,1364,28,2.0527859237536656,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2011・第一,517,11,2.127659574468085,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2011・第一,221,5,2.262443438914027,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2011・第一,89,3,3.3707865168539324,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2011・第一,33,2,6.0606060606060606,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2011・第一,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2011・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2011・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2011・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2011・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2011・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2011・第三,2846,102,3.5839775122979622,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2011・第三,4199,192,4.572517266015718,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2011・第三,1644,54,3.2846715328467155,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2011・第三,622,9,1.4469453376205788,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2011・第三,243,4,1.646090534979424,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2011・第三,111,1,0.9009009009009009,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2011・第三,36,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2011・第三,26,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2011・第三,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2011・第三,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2011・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2011・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2011・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2011・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2011・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2011・第三,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,24,2011・第三,1,1,100.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2011・第二,2795,101,3.6135957066189626,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2011・第二,3934,175,4.448398576512456,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2011・第二,1653,46,2.782819116757411,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2011・第二,588,11,1.870748299319728,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2011・第二,270,7,2.5925925925925926,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2011・第二,99,2,2.0202020202020203,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2011・第二,41,1,2.4390243902439024,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2011・第二,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2011・第二,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2011・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2011・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2011・第二,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2011・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2011・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2011・第四,2657,81,3.04855099736545,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2011・第四,3840,168,4.375,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2011・第四,1468,27,1.8392370572207084,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2011・第四,549,10,1.8214936247723132,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2011・第四,264,9,3.409090909090909,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2011・第四,158,5,3.1645569620253164,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2011・第四,83,6,7.228915662650603,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2011・第四,41,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2011・第四,31,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2011・第四,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2011・第四,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2011・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2011・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2011・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2011・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2011・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2012・第一,2812,97,3.44950213371266,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2012・第一,4080,177,4.338235294117647,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2012・第一,1722,26,1.5098722415795587,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2012・第一,798,9,1.1278195488721805,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2012・第一,421,10,2.375296912114014,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2012・第一,251,5,1.9920318725099602,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2012・第一,145,3,2.0689655172413794,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2012・第一,53,1,1.8867924528301887,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2012・第一,24,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2012・第一,14,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2012・第一,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2012・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2012・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2012・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2012・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,23,2012・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2012・第三,3415,113,3.3089311859443633,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2012・第三,4418,194,4.391127206880942,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2012・第三,1793,43,2.3982152816508644,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2012・第三,748,18,2.406417112299465,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2012・第三,339,10,2.949852507374631,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2012・第三,174,6,3.4482758620689653,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2012・第三,71,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2012・第三,31,1,3.225806451612903,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2012・第三,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2012・第三,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2012・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2012・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2012・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2012・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2012・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2012・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2012・第二,3058,80,2.616088947024199,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2012・第二,3991,150,3.7584565271861687,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2012・第二,1841,24,1.3036393264530146,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2012・第二,868,10,1.152073732718894,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2012・第二,403,16,3.970223325062035,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2012・第二,190,7,3.6842105263157894,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2012・第二,77,3,3.896103896103896,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2012・第二,33,2,6.0606060606060606,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2012・第二,27,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2012・第二,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2012・第二,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2012・第二,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2012・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2012・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2012・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2012・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2012・第四,2971,86,2.89464826657691,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2012・第四,3598,148,4.113396331295164,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2012・第四,1335,31,2.3220973782771535,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2012・第四,503,14,2.783300198807157,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2012・第四,263,11,4.182509505703422,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2012・第四,113,6,5.3097345132743365,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2012・第四,50,1,2.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2012・第四,17,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2012・第四,10,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2012・第四,13,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2012・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2012・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2012・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2012・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2012・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2012・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2013・第一,2815,67,2.380106571936057,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2013・第一,3926,183,4.661232806928171,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2013・第一,1410,40,2.8368794326241136,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2013・第一,579,24,4.1450777202072535,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2013・第一,303,15,4.9504950495049505,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2013・第一,115,2,1.7391304347826086,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2013・第一,41,1,2.4390243902439024,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2013・第一,28,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2013・第一,13,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2013・第一,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2013・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2013・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2013・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2013・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2013・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2013・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2013・第三,3391,97,2.8605131229725744,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2013・第三,4323,171,3.95558639833449,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2013・第三,1625,38,2.3384615384615386,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2013・第三,626,17,2.7156549520766773,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2013・第三,310,10,3.225806451612903,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2013・第三,129,3,2.3255813953488373,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2013・第三,50,1,2.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2013・第三,19,1,5.2631578947368425,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2013・第三,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2013・第三,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2013・第三,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2013・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2013・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2013・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,21,2013・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,23,2013・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2013・第二,3118,78,2.5016035920461834,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2013・第二,3871,183,4.727460604494962,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2013・第二,1474,33,2.2388059701492535,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2013・第二,647,21,3.2457496136012365,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2013・第二,320,16,5.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2013・第二,111,1,0.9009009009009009,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2013・第二,58,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2013・第二,24,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2013・第二,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2013・第二,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2013・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2013・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2013・第二,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2013・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2013・第二,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2013・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2013・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2013・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,21,2013・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2013・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,23,2013・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2013・第四,2790,107,3.835125448028674,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2013・第四,3292,104,3.1591737545565004,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2013・第四,1380,35,2.536231884057971,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2013・第四,603,22,3.648424543946932,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2013・第四,251,18,7.171314741035856,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2013・第四,70,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2013・第四,35,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2013・第四,15,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2013・第四,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2013・第四,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2013・第四,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2013・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2013・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2013・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2013・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2014・第一,3508,135,3.8483466362599774,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2014・第一,4132,134,3.24298160696999,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2014・第一,1712,45,2.628504672897196,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2014・第一,734,17,2.316076294277929,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2014・第一,310,10,3.225806451612903,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2014・第一,145,1,0.6896551724137931,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2014・第一,57,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2014・第一,19,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2014・第一,14,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2014・第一,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2014・第一,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2014・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2014・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,16,2014・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2014・第三,4234,165,3.8970240906943787,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2014・第三,4495,146,3.2480533926585093,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2014・第三,2106,40,1.899335232668566,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2014・第三,1012,24,2.3715415019762847,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2014・第三,376,3,0.7978723404255319,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2014・第三,175,1,0.5714285714285714,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2014・第三,72,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2014・第三,38,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2014・第三,22,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2014・第三,11,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2014・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2014・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2014・第三,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2014・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2014・第三,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,22,2014・第三,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2014・第二,3560,131,3.6797752808988764,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2014・第二,6560,136,2.073170731707317,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2014・第二,2158,52,2.4096385542168677,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2014・第二,944,32,3.389830508474576,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2014・第二,386,7,1.8134715025906736,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2014・第二,193,1,0.5181347150259067,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2014・第二,74,1,1.3513513513513513,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2014・第二,33,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2014・第二,14,1,7.142857142857143,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2014・第二,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2014・第二,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2014・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2014・第二,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2014・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,37,2014・第二,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2014・第四,4028,123,3.053624627606753,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2014・第四,3869,102,2.6363401395709487,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2014・第四,1946,52,2.672147995889003,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2014・第四,842,21,2.494061757719715,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2014・第四,305,7,2.2950819672131146,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2014・第四,111,1,0.9009009009009009,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2014・第四,62,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2014・第四,24,1,4.166666666666667,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2014・第四,14,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2014・第四,12,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2014・第四,9,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2014・第四,7,1,14.285714285714286,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2014・第四,4,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2014・第四,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2014・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2014・第四,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2014・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2014・第四,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,21,2014・第四,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,01,2015・第一,4281,148,3.4571361831347818,Source-structure density audit; not a time-trend or incidence analysis.
JADER,02,2015・第一,4240,131,3.089622641509434,Source-structure density audit; not a time-trend or incidence analysis.
JADER,03,2015・第一,1905,59,3.0971128608923886,Source-structure density audit; not a time-trend or incidence analysis.
JADER,04,2015・第一,793,21,2.648171500630517,Source-structure density audit; not a time-trend or incidence analysis.
JADER,05,2015・第一,301,6,1.9933554817275747,Source-structure density audit; not a time-trend or incidence analysis.
JADER,06,2015・第一,111,1,0.9009009009009009,Source-structure density audit; not a time-trend or incidence analysis.
JADER,07,2015・第一,57,1,1.7543859649122806,Source-structure density audit; not a time-trend or incidence analysis.
JADER,08,2015・第一,36,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,09,2015・第一,21,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,10,2015・第一,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,11,2015・第一,8,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,12,2015・第一,6,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,13,2015・第一,5,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,14,2015・第一,7,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,15,2015・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,17,2015・第一,3,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,18,2015・第一,2,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,19,2015・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,20,2015・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
JADER,21,2015・第一,1,0,0.0,Source-structure density audit; not a time-trend or incidence analysis.
